order_id,sku_id,product_type,account,charge_date,refund_date,refund_type,days_to_refund
GPA.3315-3154-7970-16044,,,,,2025-02-01,Full,
GPA.3316-0177-6275-09631,,,,,2025-02-01,Full,
GPA.3316-5268-4462-14691,,,,,2025-02-01,Full,
GPA.3316-6524-2675-81905,,,,,2025-02-01,Full,
GPA.3317-0336-3893-15180,,,,,2025-02-01,Full,
GPA.3320-3089-6038-43616,,,,,2025-02-01,Full,
GPA.3323-6096-0936-23273,,,,,2025-02-01,Full,
GPA.3325-1022-8785-21073,,,,,2025-02-01,Full,
GPA.3332-1786-3107-47578,,,,,2025-02-01,Full,
GPA.3332-5205-7074-32270,,,,,2025-02-01,Full,
GPA.3337-0627-5406-56929,,,,,2025-02-01,Full,
GPA.3345-9538-5722-28235,,,,,2025-02-01,Full,
GPA.3346-0369-2787-12022,,,,,2025-02-01,Full,
GPA.3347-5591-2065-56864,,,,,2025-02-01,Full,
GPA.3349-3896-7398-06034,,,,,2025-02-01,Full,
GPA.3350-4905-2635-70849,,,,,2025-02-01,Full,
GPA.3354-8263-9846-50961,,,,,2025-02-01,Full,
GPA.3364-7816-5885-64277,,,,,2025-02-01,Full,
GPA.3373-0417-1331-56189,,,,,2025-02-01,Full,
GPA.3373-0760-9191-87427,,,,,2025-02-01,Full,
GPA.3379-4012-1694-27192,,,,,2025-02-01,Full,
GPA.3384-5626-0349-55812,,,,,2025-02-01,Full,
GPA.3389-5490-1998-12619,,,,,2025-02-01,Full,
GPA.3395-2044-3265-23861,,,,,2025-02-01,Full,
GPA.3396-6686-1832-67636,,,,,2025-02-01,Full,
GPA.3312-3086-4748-19095,,,,,2025-02-02,Full,
GPA.3314-5177-1791-79700,,,,,2025-02-02,Full,
GPA.3315-4868-0347-31963,,,,,2025-02-02,Full,
GPA.3319-2998-8897-35102,,,,,2025-02-02,Full,
GPA.3320-1561-8404-37043,,,,,2025-02-02,Full,
GPA.3324-1959-4683-53437,,,,,2025-02-02,Full,
GPA.3324-5948-6246-89173,,,,,2025-02-02,Full,
GPA.3326-9448-4535-57335,hellobot_membership_1month_26000,1,legacy,2025-02-01,2025-02-02,Full,1
GPA.3327-7572-0151-61673,,,,,2025-02-02,Full,
GPA.3328-2676-9450-51719,,,,,2025-02-02,Full,
GPA.3348-8482-0440-85975,,,,,2025-02-02,Full,
GPA.3355-6931-3540-74307,,,,,2025-02-02,Full,
GPA.3357-0821-7085-71376,,,,,2025-02-02,Full,
GPA.3366-3775-2656-70552,,,,,2025-02-02,Full,
GPA.3366-6315-9121-09577,hellobot_coin250,1,legacy,2025-02-02,2025-02-02,Full,0
GPA.3367-6046-5022-64824,,,,,2025-02-02,Full,
GPA.3368-5372-4128-25942,,,,,2025-02-02,Full,
GPA.3370-8929-2624-65571,,,,,2025-02-02,Full,
GPA.3372-9549-4607-12774,,,,,2025-02-02,Full,
GPA.3375-0867-8603-71106,,,,,2025-02-02,Full,
GPA.3376-1385-1802-08370,,,,,2025-02-02,Full,
GPA.3376-6286-9110-41826,,,,,2025-02-02,Full,
GPA.3394-1608-5968-17981,,,,,2025-02-02,Full,
GPA.3395-6228-5125-50694,,,,,2025-02-02,Full,
GPA.3396-8195-7461-14612,,,,,2025-02-02,Full,
GPA.3310-8056-4746-86931,,,,,2025-02-03,Full,
GPA.3311-0138-9387-80517,,,,,2025-02-03,Full,
GPA.3316-2422-4383-20785,,,,,2025-02-03,Full,
GPA.3319-3887-8304-49149,,,,,2025-02-03,Full,
GPA.3320-0526-7890-71222,,,,,2025-02-03,Full,
GPA.3321-9767-8871-61541,,,,,2025-02-03,Full,
GPA.3322-0283-4986-79746,,,,,2025-02-03,Full,
GPA.3326-6251-1939-90507,,,,,2025-02-03,Full,
GPA.3327-6958-3761-88810,hellobot_coin150,1,legacy,2025-02-02,2025-02-03,Full,1
GPA.3335-5091-5723-51555,,,,,2025-02-03,Full,
GPA.3337-8032-5979-99028,hellobot_membership_1month_26000,1,legacy,2025-02-03,2025-02-03,Full,0
GPA.3339-6226-8768-38793,,,,,2025-02-03,Full,
GPA.3340-9764-7103-36745,,,,,2025-02-03,Full,
GPA.3341-6764-3543-31815,,,,,2025-02-03,Full,
GPA.3345-1306-7262-56611,,,,,2025-02-03,Full,
GPA.3345-3243-2757-78172,,,,,2025-02-03,Full,
GPA.3346-3988-9658-76645,hellobot_coin150,1,legacy,2025-02-03,2025-02-03,Full,0
GPA.3349-8020-3912-89336,,,,,2025-02-03,Full,
GPA.3350-7631-5262-22029,,,,,2025-02-03,Full,
GPA.3350-8071-2484-90328,,,,,2025-02-03,Full,
GPA.3351-1100-7818-78417,,,,,2025-02-03,Full,
GPA.3352-2381-0869-78106,hellobot_coin150,1,legacy,2025-02-03,2025-02-03,Full,0
GPA.3353-9074-5679-31149,,,,,2025-02-03,Full,
GPA.3354-1811-0564-91368,,,,,2025-02-03,Full,
GPA.3359-1094-1417-16395,hellobot_coin250,1,legacy,2025-02-02,2025-02-03,Full,1
GPA.3360-8787-0121-67290,,,,,2025-02-03,Full,
GPA.3362-5447-9796-05895,,,,,2025-02-03,Full,
GPA.3366-8701-5422-19686,,,,,2025-02-03,Full,
GPA.3366-8827-1239-73596,,,,,2025-02-03,Full,
GPA.3366-9701-1834-66565,,,,,2025-02-03,Full,
GPA.3369-3171-0763-69874,hellobot_coin150,1,legacy,2025-02-03,2025-02-03,Full,0
GPA.3374-4238-9337-06340,,,,,2025-02-03,Full,
GPA.3378-5511-0916-97575,,,,,2025-02-03,Full,
GPA.3379-8199-6369-87451,,,,,2025-02-03,Full,
GPA.3379-8514-1192-15199,,,,,2025-02-03,Full,
GPA.3383-0167-2081-71568,,,,,2025-02-03,Full,
GPA.3383-9061-3339-65138,,,,,2025-02-03,Full,
GPA.3384-4861-9835-35049,,,,,2025-02-03,Full,
GPA.3388-8771-3631-55510,,,,,2025-02-03,Full,
GPA.3389-2979-7525-64904,,,,,2025-02-03,Full,
GPA.3301-2469-8311-76910,hellobot_coin25,1,legacy,2025-02-01,2025-02-04,Full,3
GPA.3301-8718-1151-39072,hellobot_coin75_fixed,1,legacy,2025-02-01,2025-02-04,Full,3
GPA.3304-7939-8723-21295,hellobot_coin200,1,legacy,2025-02-01,2025-02-04,Full,3
GPA.3305-3418-0499-96648,,,,,2025-02-04,Full,
GPA.3307-8138-9256-76079,hellobot_coin100_fixed,1,legacy,2025-02-01,2025-02-04,Full,3
GPA.3314-9157-7216-03561,hellobot_coin50,1,legacy,2025-02-01,2025-02-04,Full,3
GPA.3319-0913-2900-01951,hellobot_coin10_for_first,1,legacy,2025-02-01,2025-02-04,Full,3
GPA.3324-6162-3514-98055,hellobot_coin150,1,legacy,2025-02-01,2025-02-04,Full,3
GPA.3329-9220-9756-43377,hellobot_coin350,1,legacy,2025-02-01,2025-02-04,Full,3
GPA.3331-4966-8851-09138,hellobot_coin100_fixed,1,legacy,2025-02-01,2025-02-04,Full,3
GPA.3331-8279-8645-23451,hellobot_coin150,1,legacy,2025-02-01,2025-02-04,Full,3
GPA.3337-5641-9317-39056,hellobot_coin10,1,legacy,2025-02-01,2025-02-04,Full,3
GPA.3340-0433-6232-92693,hellobot_coin100_fixed,1,legacy,2025-02-01,2025-02-04,Full,3
GPA.3340-1109-6332-01593,hellobot_coin10_for_first,1,legacy,2025-02-01,2025-02-04,Full,3
GPA.3342-1362-3997-23419,hellobot_coin100_fixed,1,legacy,2025-02-01,2025-02-04,Full,3
GPA.3359-2654-8861-29371,hellobot_coin25,1,legacy,2025-02-01,2025-02-04,Full,3
GPA.3359-3807-6536-60946,hellobot_coin350,1,legacy,2025-02-01,2025-02-04,Full,3
GPA.3362-2865-0606-87161,hellobot_coin150,1,legacy,2025-02-01,2025-02-04,Full,3
GPA.3364-1029-2219-23237,hellobot_coin150,1,legacy,2025-02-01,2025-02-04,Full,3
GPA.3364-8962-6690-84885,hellobot_coin250,1,legacy,2025-02-01,2025-02-04,Full,3
GPA.3365-9525-6928-72363,hellobot_coin25,1,legacy,2025-02-01,2025-02-04,Full,3
GPA.3366-3048-7512-68219,hellobot_coin150,1,legacy,2025-02-01,2025-02-04,Full,3
GPA.3367-8202-8293-72723,hellobot_coin25,1,legacy,2025-02-01,2025-02-04,Full,3
GPA.3368-1567-3715-15415,hellobot_coin200,1,legacy,2025-02-01,2025-02-04,Full,3
GPA.3370-8789-7037-64946,hellobot_coin150,1,legacy,2025-02-01,2025-02-04,Full,3
GPA.3374-2346-2067-85225,hellobot_membership_1month_26000,1,legacy,2025-02-01,2025-02-04,Full,3
GPA.3380-0456-6767-25971,hellobot_coin75_fixed,1,legacy,2025-02-01,2025-02-04,Full,3
GPA.3389-2059-1034-33318,hellobot_coin10_for_first,1,legacy,2025-02-01,2025-02-04,Full,3
GPA.3390-4086-6870-59826,hellobot_coin100_fixed,1,legacy,2025-02-01,2025-02-04,Full,3
GPA.3390-6874-5970-03324,hellobot_coin100_fixed,1,legacy,2025-02-01,2025-02-04,Full,3
GPA.3395-8876-5749-79975,,,,,2025-02-04,Full,
GPA.3300-1752-3057-66953,hellobot_heart_330_timelimit,1,legacy,2025-02-03,2025-02-05,Full,2
GPA.3302-5365-5326-13380,hellobot_coin50,1,legacy,2025-02-02,2025-02-05,Full,3
GPA.3303-5777-8222-68697,hellobot_coin200,1,legacy,2025-02-02,2025-02-05,Full,3
GPA.3305-0163-2132-78592,hellobot_coin10,1,legacy,2025-02-02,2025-02-05,Full,3
GPA.3311-5740-1992-36426,hellobot_coin100_fixed,1,legacy,2025-02-03,2025-02-05,Full,2
GPA.3320-6243-0106-24489,hellobot_coin250,1,legacy,2025-02-02,2025-02-05,Full,3
GPA.3322-7071-8475-02079,hellobot_coin350,1,legacy,2025-02-02,2025-02-05,Full,3
GPA.3324-5437-0261-89331,hellobot_coin50,1,legacy,2025-02-02,2025-02-05,Full,3
GPA.3326-2058-3820-15376,hellobot_coin50,1,legacy,2025-02-02,2025-02-05,Full,3
GPA.3331-1634-9835-49265,hellobot_coin50,1,legacy,2025-02-02,2025-02-05,Full,3
GPA.3342-7296-7839-29681,hellobot_coin150,1,legacy,2025-02-02,2025-02-05,Full,3
GPA.3346-1598-3533-21606,hellobot_coin100_fixed,1,legacy,2025-02-02,2025-02-05,Full,3
GPA.3351-6524-9694-13525,hellobot_coin150,1,legacy,2025-02-02,2025-02-05,Full,3
GPA.3361-4764-5610-75901,hellobot_coin10_for_first,1,legacy,2025-02-02,2025-02-05,Full,3
GPA.3361-8670-5849-51536,hellobot_coin150,1,legacy,2025-02-02,2025-02-05,Full,3
GPA.3362-8349-0633-65169,hellobot_coin50,1,legacy,2025-02-02,2025-02-05,Full,3
GPA.3370-1586-1559-01124,hellobot_coin150,1,legacy,2025-02-02,2025-02-05,Full,3
GPA.3374-7328-4087-97974,hellobot_coin25,1,legacy,2025-02-02,2025-02-05,Full,3
GPA.3376-8326-2149-82050,hellobot_coin150,1,legacy,2025-02-02,2025-02-05,Full,3
GPA.3383-4543-1370-49689,hellobot_coin10,1,legacy,2025-02-02,2025-02-05,Full,3
GPA.3386-9965-2021-86413,hellobot_coin150,1,legacy,2025-02-02,2025-02-05,Full,3
GPA.3390-6459-4944-03344,hellobot_coin150,1,legacy,2025-02-02,2025-02-05,Full,3
GPA.3392-8456-2400-17093,hellobot_coin100_fixed,1,legacy,2025-02-02,2025-02-05,Full,3
GPA.3300-1143-7712-35538,hellobot_coin100_fixed,1,legacy,2025-02-03,2025-02-06,Full,3
GPA.3301-9264-3938-15928,hellobot_coin50,1,legacy,2025-02-03,2025-02-06,Full,3
GPA.3312-9021-1002-18491,hellobot_coin25,1,legacy,2025-02-03,2025-02-06,Full,3
GPA.3314-2796-6725-33148,hellobot_coin25,1,legacy,2025-02-03,2025-02-06,Full,3
GPA.3318-8951-2405-37986,hellobot_coin10_for_first,1,legacy,2025-02-03,2025-02-06,Full,3
GPA.3323-3658-3726-48985,hellobot_coin150,1,legacy,2025-02-03,2025-02-06,Full,3
GPA.3325-2003-2993-69285,hellobot_coin25,1,legacy,2025-02-03,2025-02-06,Full,3
GPA.3339-4607-7928-49582,hellobot_coin150,1,legacy,2025-02-06,2025-02-06,Full,0
GPA.3340-9669-6210-48792,hellobot_coin10,1,legacy,2025-02-03,2025-02-06,Full,3
GPA.3344-7168-0755-58702,hellobot_coin10_for_first,1,legacy,2025-02-03,2025-02-06,Full,3
GPA.3347-4649-8236-59341,hellobot_coin50,1,legacy,2025-02-03,2025-02-06,Full,3
GPA.3348-8856-4519-84596,hellobot_coin10,1,legacy,2025-02-03,2025-02-06,Full,3
GPA.3350-4080-0332-74138,hellobot_coin50,1,legacy,2025-02-03,2025-02-06,Full,3
GPA.3351-7322-5453-06263,hellobot_coin150,1,legacy,2025-02-03,2025-02-06,Full,3
GPA.3359-4473-2003-20596,hellobot_coin25,1,legacy,2025-02-03,2025-02-06,Full,3
GPA.3364-0395-8495-26152,hellobot_coin150,1,legacy,2025-02-03,2025-02-06,Full,3
GPA.3367-6198-5949-54061,hellobot_coin50,1,legacy,2025-02-03,2025-02-06,Full,3
GPA.3373-1372-8496-05868,hellobot_coin100_fixed,1,legacy,2025-02-04,2025-02-06,Full,2
GPA.3376-4853-6844-01122,hellobot_coin10,1,legacy,2025-02-03,2025-02-06,Full,3
GPA.3379-0329-2179-88953,hellobot_coin10_for_first,1,legacy,2025-02-03,2025-02-06,Full,3
GPA.3379-9692-4432-15563,hellobot_coin50,1,legacy,2025-02-03,2025-02-06,Full,3
GPA.3380-9003-8182-68548,hellobot_coin25,1,legacy,2025-02-03,2025-02-06,Full,3
GPA.3384-3066-3905-83254,hellobot_coin10,1,legacy,2025-02-03,2025-02-06,Full,3
GPA.3399-4583-0777-12907,hellobot_coin10,1,legacy,2025-02-03,2025-02-06,Full,3
GPA.3305-5426-4503-27499,hellobot_coin10,1,legacy,2025-02-04,2025-02-07,Full,3
GPA.3310-8809-4530-08723,hellobot_coin610_1,1,legacy,2025-02-04,2025-02-07,Full,3
GPA.3314-4749-4647-64348,hellobot_coin50,1,legacy,2025-02-04,2025-02-07,Full,3
GPA.3322-1443-8886-09195,hellobot_coin150,1,legacy,2025-02-04,2025-02-07,Full,3
GPA.3324-6347-1349-79240,hellobot_coin150,1,legacy,2025-02-04,2025-02-07,Full,3
GPA.3325-9325-2910-95540,hellobot_membership_1month_26000,1,legacy,2025-02-06,2025-02-07,Full,1
GPA.3328-2365-4255-61950,hellobot_coin10,1,legacy,2025-02-04,2025-02-07,Full,3
GPA.3340-1167-3497-51190,hellobot_coin250,1,legacy,2025-02-07,2025-02-07,Full,0
GPA.3340-4243-9130-06285,hellobot_coin50,1,legacy,2025-02-04,2025-02-07,Full,3
GPA.3342-4571-4908-74828,hellobot_coin10_for_first,1,legacy,2025-02-04,2025-02-07,Full,3
GPA.3346-3508-3699-83541,hellobot_coin200,1,legacy,2025-02-04,2025-02-07,Full,3
GPA.3349-5771-4655-08014,hellobot_coin25,1,legacy,2025-02-04,2025-02-07,Full,3
GPA.3372-1574-7596-30205,hellobot_coin250,1,legacy,2025-02-04,2025-02-07,Full,3
GPA.3378-9435-0486-47100,hellobot_coin10,1,legacy,2025-02-04,2025-02-07,Full,3
GPA.3380-7678-9730-59214,hellobot_coin150,1,legacy,2025-02-04,2025-02-07,Full,3
GPA.3381-7480-6063-56646,hellobot_coin100_fixed,1,legacy,2025-02-07,2025-02-07,Full,0
GPA.3382-5235-7602-39028,hellobot_coin350,1,legacy,2025-02-07,2025-02-07,Full,0
GPA.3386-9722-2480-07713,hellobot_coin350,1,legacy,2025-02-04,2025-02-07,Full,3
GPA.3387-6726-3044-67630,hellobot_coin10,1,legacy,2025-02-04,2025-02-07,Full,3
GPA.3393-0698-4345-80952,hellobot_coin75_fixed,1,legacy,2025-02-07,2025-02-07,Full,0
GPA.3395-7874-6322-05212,hellobot_coin50,1,legacy,2025-02-04,2025-02-07,Full,3
GPA.3397-2880-2393-69359,hellobot_coin200,1,legacy,2025-02-04,2025-02-07,Full,3
GPA.3399-8716-9181-68107,hellobot_coin150,1,legacy,2025-02-04,2025-02-07,Full,3
GPA.3304-4096-5852-04771,hellobot_coin350,1,legacy,2025-02-05,2025-02-08,Full,3
GPA.3306-0473-8400-70736,hellobot_coin10,1,legacy,2025-02-05,2025-02-08,Full,3
GPA.3323-8185-3462-31702,hellobot_coin150,1,legacy,2025-02-05,2025-02-08,Full,3
GPA.3334-7078-6685-03939,hellobot_coin25,1,legacy,2025-02-05,2025-02-08,Full,3
GPA.3343-1093-0120-19824,hellobot_coin250,1,legacy,2025-02-05,2025-02-08,Full,3
GPA.3349-0073-0804-45857,hellobot_coin150,1,legacy,2025-02-05,2025-02-08,Full,3
GPA.3354-4448-2262-89236,hellobot_coin10_for_first,1,legacy,2025-02-05,2025-02-08,Full,3
GPA.3356-1784-1001-50752,hellobot_coin25,1,legacy,2025-02-05,2025-02-08,Full,3
GPA.3366-4626-1672-00438,hellobot_coin100_fixed,1,legacy,2025-02-05,2025-02-08,Full,3
GPA.3373-4371-9603-21783,hellobot_coin25,1,legacy,2025-02-05,2025-02-08,Full,3
GPA.3374-6245-5597-91839,hellobot_coin10,1,legacy,2025-02-05,2025-02-08,Full,3
GPA.3381-6270-0532-94312,hellobot_coin10_for_first,1,legacy,2025-02-05,2025-02-08,Full,3
GPA.3386-9975-2146-38884,hellobot_coin25,1,legacy,2025-02-05,2025-02-08,Full,3
GPA.3392-4671-8167-72404,hellobot_coin150,1,legacy,2025-02-07,2025-02-08,Full,1
GPA.3396-0702-0718-83783,hellobot_coin150,1,legacy,2025-02-05,2025-02-08,Full,3
GPA.3302-1794-6627-18634,hellobot_coin100_fixed,1,legacy,2025-02-06,2025-02-09,Full,3
GPA.3309-3121-4308-01199,hellobot_coin100_fixed,1,legacy,2025-02-06,2025-02-09,Full,3
GPA.3312-3621-3258-62564,hellobot_coin150,1,legacy,2025-02-06,2025-02-09,Full,3
GPA.3316-4357-6073-01756,hellobot_coin10,1,legacy,2025-02-06,2025-02-09,Full,3
GPA.3317-3226-4869-89519,hellobot_coin25,1,legacy,2025-02-06,2025-02-09,Full,3
GPA.3323-4479-9871-42995,hellobot_coin25,1,legacy,2025-02-06,2025-02-09,Full,3
GPA.3326-2459-9772-60389,hellobot_coin150,1,legacy,2025-02-06,2025-02-09,Full,3
GPA.3336-5578-3025-70664,hellobot_coin10,1,legacy,2025-02-06,2025-02-09,Full,3
GPA.3342-8432-3420-06026,hellobot_coin50,1,legacy,2025-02-06,2025-02-09,Full,3
GPA.3343-8005-8909-07204,hellobot_coin10,1,legacy,2025-02-06,2025-02-09,Full,3
GPA.3349-7967-9651-87232,hellobot_coin150,1,legacy,2025-02-06,2025-02-09,Full,3
GPA.3359-5079-3428-61891,hellobot_coin100_fixed,1,legacy,2025-02-06,2025-02-09,Full,3
GPA.3362-2834-5871-25715,hellobot_coin50,1,legacy,2025-02-06,2025-02-09,Full,3
GPA.3373-8663-3674-29454,hellobot_coin10_for_first,1,legacy,2025-02-06,2025-02-09,Full,3
GPA.3376-7966-3824-02847,hellobot_coin25,1,legacy,2025-02-06,2025-02-09,Full,3
GPA.3378-5684-0869-05394,hellobot_coin10,1,legacy,2025-02-06,2025-02-09,Full,3
GPA.3386-8674-4763-37159,hellobot_coin10,1,legacy,2025-02-06,2025-02-09,Full,3
GPA.3387-0021-3772-05461,hellobot_coin150,1,legacy,2025-02-06,2025-02-09,Full,3
GPA.3390-1477-9117-62839,hellobot_coin150,1,legacy,2025-02-06,2025-02-09,Full,3
GPA.3391-0513-7654-98620,hellobot_coin25,1,legacy,2025-02-06,2025-02-09,Full,3
GPA.3391-8457-5711-32865,hellobot_coin150,1,legacy,2025-02-06,2025-02-09,Full,3
GPA.3395-0673-0674-74459,hellobot_coin50,1,legacy,2025-02-06,2025-02-09,Full,3
GPA.3303-3569-6435-33740,hellobot_coin75_fixed,1,legacy,2025-02-07,2025-02-10,Full,3
GPA.3304-1067-1956-25395,hellobot_coin100_fixed,1,new,2025-02-10,2025-02-10,Full,0
GPA.3307-4399-8874-19573,hellobot_coin200,1,new,2025-02-10,2025-02-10,Full,0
GPA.3308-4155-8082-56652,hellobot_coin150,1,new,2025-02-10,2025-02-10,Full,0
GPA.3308-4701-0093-55361,hellobot_coin200,1,new,2025-02-10,2025-02-10,Full,0
GPA.3309-4048-7798-61465,hellobot_coin10,1,legacy,2025-02-07,2025-02-10,Full,3
GPA.3310-2101-9202-32708,hellobot_coin200,1,new,2025-02-10,2025-02-10,Full,0
GPA.3310-2241-2251-25050,hellobot_coin150,1,new,2025-02-10,2025-02-10,Full,0
GPA.3311-1453-4437-89591,hellobot_membership_1month_26000,1,new,2025-02-10,2025-02-10,Full,0
GPA.3311-8177-1592-95547,hellobot_coin10,1,new,2025-02-10,2025-02-10,Full,0
GPA.3313-9632-5064-41203,hellobot_coin150,1,new,2025-02-10,2025-02-10,Full,0
GPA.3315-1813-1160-90975,hellobot_coin50,1,new,2025-02-10,2025-02-10,Full,0
GPA.3319-5127-5996-32292,hellobot_coin50,1,new,2025-02-10,2025-02-10,Full,0
GPA.3323-5786-3086-07196,hellobot_coin200,1,new,2025-02-10,2025-02-10,Full,0
GPA.3323-6124-6415-38223,hellobot_coin150,1,legacy,2025-02-07,2025-02-10,Full,3
GPA.3324-8183-1034-15857,hellobot_coin100_fixed,1,new,2025-02-10,2025-02-10,Full,0
GPA.3327-9762-0120-05119,hellobot_coin50,1,legacy,2025-02-07,2025-02-10,Full,3
GPA.3328-0214-1536-65649,hellobot_coin100_fixed,1,legacy,2025-02-07,2025-02-10,Full,3
GPA.3328-1405-4313-37144,hellobot_coin250,1,new,2025-02-10,2025-02-10,Full,0
GPA.3329-7684-2304-06636,hellobot_coin50,1,legacy,2025-02-07,2025-02-10,Full,3
GPA.3331-2013-4556-37789,hellobot_coin100_fixed,1,legacy,2025-02-07,2025-02-10,Full,3
GPA.3331-7596-2939-77005,hellobot_heart_330_timelimit,1,new,2025-02-10,2025-02-10,Full,0
GPA.3332-7025-3740-90707,hellobot_coin100_fixed,1,legacy,2025-02-07,2025-02-10,Full,3
GPA.3333-7331-3394-40457,hellobot_coin150,1,new,2025-02-10,2025-02-10,Full,0
GPA.3337-0010-1957-43836,hellobot_coin10,1,new,2025-02-10,2025-02-10,Full,0
GPA.3339-2718-6602-48882,hellobot_coin150,1,new,2025-02-10,2025-02-10,Full,0
GPA.3341-7360-9588-42393,hellobot_coin50,1,new,2025-02-10,2025-02-10,Full,0
GPA.3342-9686-7763-01140,hellobot_coin100_fixed,1,new,2025-02-10,2025-02-10,Full,0
GPA.3343-1502-3744-94764,hellobot_coin150,1,new,2025-02-10,2025-02-10,Full,0
GPA.3343-8094-5162-30597,hellobot_coin150,1,legacy,2025-02-07,2025-02-10,Full,3
GPA.3344-1373-4316-26287,hellobot_coin150,1,new,2025-02-10,2025-02-10,Full,0
GPA.3344-6507-8932-73538,hellobot_coin150,1,new,2025-02-10,2025-02-10,Full,0
GPA.3346-6079-0224-33418,hellobot_coin10,1,new,2025-02-10,2025-02-10,Full,0
GPA.3348-6589-2219-29364,hellobot_coin75_fixed,1,new,2025-02-10,2025-02-10,Full,0
GPA.3349-4225-1176-60081,hellobot_coin25,1,new,2025-02-10,2025-02-10,Full,0
GPA.3349-9509-9280-18020,hellobot_coin10,1,legacy,2025-02-07,2025-02-10,Full,3
GPA.3350-3958-7489-49310,hellobot_membership_1month_26000,1,new,2025-02-10,2025-02-10,Full,0
GPA.3350-6174-9668-45714,hellobot_coin10,1,legacy,2025-02-07,2025-02-10,Full,3
GPA.3351-9677-5346-21142,hellobot_coin10,1,legacy,2025-02-07,2025-02-10,Full,3
GPA.3352-3607-1319-06275,hellobot_coin25,1,new,2025-02-10,2025-02-10,Full,0
GPA.3352-8544-9760-05706,hellobot_coin100_fixed,1,new,2025-02-10,2025-02-10,Full,0
GPA.3353-8830-6043-74957,hellobot_coin100_fixed,1,new,2025-02-10,2025-02-10,Full,0
GPA.3355-8696-6701-77501,hellobot_coin150,1,new,2025-02-10,2025-02-10,Full,0
GPA.3355-9805-2790-63643,hellobot_coin10_for_first,1,new,2025-02-10,2025-02-10,Full,0
GPA.3357-0545-8735-47638,hellobot_coin150,1,legacy,2025-02-07,2025-02-10,Full,3
GPA.3357-8848-1177-56936,hellobot_coin100_fixed,1,legacy,2025-02-07,2025-02-10,Full,3
