order_id,sku_id,product_type,account,charge_date,refund_date,refund_type,days_to_refund
GPA.3358-6085-7441-93673,hellobot_heart_330_timelimit,1,new,2025-02-10,2025-02-10,Full,0
GPA.3360-6140-7633-30972,hellobot_coin10_for_first,1,legacy,2025-02-07,2025-02-10,Full,3
GPA.3360-7116-2728-52924,hellobot_coin100_fixed,1,new,2025-02-10,2025-02-10,Full,0
GPA.3361-0471-8599-19847,hellobot_coin10,1,legacy,2025-02-07,2025-02-10,Full,3
GPA.3361-5425-7302-12812,hellobot_coin75_fixed,1,new,2025-02-10,2025-02-10,Full,0
GPA.3365-2652-0928-64795,hellobot_coin10,1,legacy,2025-02-07,2025-02-10,Full,3
GPA.3368-2740-8941-71115,hellobot_coin150,1,legacy,2025-02-07,2025-02-10,Full,3
GPA.3368-3073-1910-47016,hellobot_coin10,1,new,2025-02-10,2025-02-10,Full,0
GPA.3368-4975-3658-82379,hellobot_coin150,1,legacy,2025-02-07,2025-02-10,Full,3
GPA.3369-5864-2271-44416,hellobot_coin10,1,legacy,2025-02-07,2025-02-10,Full,3
GPA.3371-0050-4974-25752,hellobot_membership_1month_26000,1,new,2025-02-10,2025-02-10,Full,0
GPA.3371-7259-5742-46081,hellobot_coin10_for_first,1,legacy,2025-02-07,2025-02-10,Full,3
GPA.3371-9430-9047-71796,hellobot_coin50,1,legacy,2025-02-07,2025-02-10,Full,3
GPA.3372-0491-8699-00615,hellobot_coin350,1,new,2025-02-10,2025-02-10,Full,0
GPA.3373-5007-6040-84003,hellobot_coin10,1,legacy,2025-02-07,2025-02-10,Full,3
GPA.3374-7813-6996-20709,hellobot_coin150,1,legacy,2025-02-07,2025-02-10,Full,3
GPA.3375-1223-9813-54653,hellobot_coin150,1,new,2025-02-10,2025-02-10,Full,0
GPA.3377-1104-7112-73388,hellobot_coin50,1,legacy,2025-02-07,2025-02-10,Full,3
GPA.3378-7208-0197-01717,hellobot_coin100_fixed,1,legacy,2025-02-07,2025-02-10,Full,3
GPA.3380-0162-6010-67266,hellobot_coin150,1,new,2025-02-10,2025-02-10,Full,0
GPA.3380-4401-4830-71787,hellobot_coin150,1,new,2025-02-10,2025-02-10,Full,0
GPA.3384-1949-8937-90690,hellobot_coin75_fixed,1,new,2025-02-10,2025-02-10,Full,0
GPA.3385-9711-3714-49838,hellobot_coin350,1,new,2025-02-10,2025-02-10,Full,0
GPA.3387-8287-3509-89389,hellobot_coin100_fixed,1,new,2025-02-10,2025-02-10,Full,0
GPA.3388-3599-8201-14235,hellobot_coin150,1,new,2025-02-10,2025-02-10,Full,0
GPA.3390-2437-7023-00942,hellobot_coin200,1,new,2025-02-10,2025-02-10,Full,0
GPA.3394-2991-1809-04607,hellobot_heart_330_timelimit,1,new,2025-02-10,2025-02-10,Full,0
GPA.3394-5837-9600-93960,hellobot_coin150,1,new,2025-02-10,2025-02-10,Full,0
GPA.3396-8429-8518-28069,hellobot_coin150,1,new,2025-02-10,2025-02-10,Full,0
GPA.3396-9738-6107-00072,hellobot_coin25,1,new,2025-02-10,2025-02-10,Full,0
GPA.3397-5380-7560-74461,hellobot_coin250,1,new,2025-02-10,2025-02-10,Full,0
GPA.3398-0467-7409-07127,hellobot_coin610_1,1,new,2025-02-10,2025-02-10,Full,0
GPA.3306-4795-3760-47189,hellobot_coin150,1,new,2025-02-10,2025-02-11,Full,1
GPA.3310-3450-0155-77941,hellobot_coin10,1,new,2025-02-11,2025-02-11,Full,0
GPA.3316-9736-3287-87454,hellobot_coin250,1,legacy,2025-02-08,2025-02-11,Full,3
GPA.3319-9965-7525-10267,hellobot_coin25,1,new,2025-02-11,2025-02-11,Full,0
GPA.3320-0085-2718-13198,hellobot_coin10,1,legacy,2025-02-08,2025-02-11,Full,3
GPA.3329-1318-9804-25649,hellobot_coin150,1,new,2025-02-10,2025-02-11,Full,1
GPA.3332-4053-2824-35019,hellobot_coin100_fixed,1,legacy,2025-02-08,2025-02-11,Full,3
GPA.3336-1564-1920-08782,hellobot_coin10,1,new,2025-02-10,2025-02-11,Full,1
GPA.3336-2379-2938-47395,hellobot_coin50,1,legacy,2025-02-08,2025-02-11,Full,3
GPA.3340-6531-9641-49530,hellobot_coin25,1,new,2025-02-11,2025-02-11,Full,0
GPA.3348-7463-7248-17437,hellobot_coin50,1,new,2025-02-10,2025-02-11,Full,1
GPA.3349-3807-3447-21428,hellobot_coin10,1,legacy,2025-02-08,2025-02-11,Full,3
GPA.3349-8200-1407-11160,hellobot_coin10,1,new,2025-02-11,2025-02-11,Full,0
GPA.3350-2214-5190-90996,hellobot_coin50,1,legacy,2025-02-08,2025-02-11,Full,3
GPA.3354-0901-8283-74819,hellobot_coin25,1,new,2025-02-10,2025-02-11,Full,1
GPA.3357-6944-3149-91343,hellobot_coin10,1,new,2025-02-11,2025-02-11,Full,0
GPA.3362-8012-8359-97965,hellobot_coin150,1,legacy,2025-02-08,2025-02-11,Full,3
GPA.3367-3627-6130-36625,hellobot_membership_1month_26000,1,new,2025-02-10,2025-02-11,Full,1
GPA.3367-8508-2409-87891,hellobot_coin75_fixed,1,legacy,2025-02-08,2025-02-11,Full,3
GPA.3368-4619-4206-89239,hellobot_coin100_fixed,1,legacy,2025-02-08,2025-02-11,Full,3
GPA.3370-7806-5294-50370,hellobot_coin50,1,legacy,2025-02-08,2025-02-11,Full,3
GPA.3378-2475-7565-61279,hellobot_coin150,1,legacy,2025-02-08,2025-02-11,Full,3
GPA.3379-2678-2414-10824,hellobot_coin100_fixed,1,new,2025-02-10,2025-02-11,Full,1
GPA.3381-9627-1356-74089,hellobot_heart_330_timelimit,1,new,2025-02-10,2025-02-11,Full,1
GPA.3386-4099-0466-17022,hellobot_coin100_fixed,1,legacy,2025-02-08,2025-02-11,Full,3
GPA.3390-3799-1920-67310,hellobot_coin100_fixed,1,legacy,2025-02-08,2025-02-11,Full,3
GPA.3392-4019-2607-01945,hellobot_coin25,1,new,2025-02-10,2025-02-11,Full,1
GPA.3394-8276-6011-99029,hellobot_coin50,1,legacy,2025-02-08,2025-02-11,Full,3
GPA.3395-7773-5925-37935,hellobot_heart_330_timelimit,1,legacy,2025-02-08,2025-02-11,Full,3
GPA.3396-6835-2570-49367,hellobot_coin50,1,legacy,2025-02-08,2025-02-11,Full,3
GPA.3303-0758-0777-12413,hellobot_coin50,1,legacy,2025-02-09,2025-02-12,Full,3
GPA.3303-6711-7267-84913,hellobot_coin25,1,legacy,2025-02-09,2025-02-12,Full,3
GPA.3304-8077-1046-25198,hellobot_coin150,1,legacy,2025-02-09,2025-02-12,Full,3
GPA.3305-4311-6997-28174,hellobot_coin50,1,legacy,2025-02-09,2025-02-12,Full,3
GPA.3313-5224-1873-31650,hellobot_coin25,1,legacy,2025-02-09,2025-02-12,Full,3
GPA.3332-0517-9962-73977,hellobot_coin10_for_first,1,legacy,2025-02-09,2025-02-12,Full,3
GPA.3334-0686-3212-95404,hellobot_coin50,1,legacy,2025-02-09,2025-02-12,Full,3
GPA.3336-3573-5707-37860,hellobot_coin100_fixed,1,legacy,2025-02-09,2025-02-12,Full,3
GPA.3338-9877-9171-42027,hellobot_coin100_fixed,1,legacy,2025-02-09,2025-02-12,Full,3
GPA.3342-5753-4198-57548,hellobot_coin100_fixed,1,legacy,2025-02-09,2025-02-12,Full,3
GPA.3347-0211-2303-74227,hellobot_coin25,1,legacy,2025-02-09,2025-02-12,Full,3
GPA.3356-1604-3373-18864,hellobot_coin10,1,legacy,2025-02-09,2025-02-12,Full,3
GPA.3366-0638-4300-26723,hellobot_coin10,1,legacy,2025-02-09,2025-02-12,Full,3
GPA.3366-8876-2862-67567,hellobot_coin100_fixed,1,legacy,2025-02-09,2025-02-12,Full,3
GPA.3373-1192-6745-51533,hellobot_coin150,1,legacy,2025-02-09,2025-02-12,Full,3
GPA.3397-1437-1475-67772,hellobot_coin610_1,1,legacy,2025-02-09,2025-02-12,Full,3
GPA.3399-5300-7434-76383,hellobot_coin10,1,legacy,2025-02-09,2025-02-12,Full,3
GPA.3300-9132-8719-57465,hellobot_heart_330_timelimit,1,new,2025-02-10,2025-02-13,Full,3
GPA.3303-3815-9210-30014,hellobot_coin10,1,legacy,2025-02-10,2025-02-13,Full,3
GPA.3305-2830-9598-37990,hellobot_coin150,1,new,2025-02-10,2025-02-13,Full,3
GPA.3306-1500-9721-11406,hellobot_coin150,1,new,2025-02-13,2025-02-13,Full,0
GPA.3306-9363-3687-83305,hellobot_coin250,1,legacy,2025-02-10,2025-02-13,Full,3
GPA.3311-3765-0529-31123,hellobot_coin25,1,new,2025-02-10,2025-02-13,Full,3
GPA.3312-8604-2635-38176,hellobot_coin100_fixed,1,new,2025-02-10,2025-02-13,Full,3
GPA.3318-4228-9357-85585,hellobot_coin100_fixed,1,new,2025-02-10,2025-02-13,Full,3
GPA.3320-8160-8467-02099,hellobot_coin100_fixed,1,new,2025-02-10,2025-02-13,Full,3
GPA.3321-2120-0945-35592,hellobot_coin50,1,new,2025-02-10,2025-02-13,Full,3
GPA.3321-5351-6343-67117,hellobot_coin10,1,new,2025-02-10,2025-02-13,Full,3
GPA.3325-9779-4009-96016,hellobot_coin100_fixed,1,legacy,2025-02-10,2025-02-13,Full,3
GPA.3328-5076-9819-01333,hellobot_coin610_1,1,new,2025-02-10,2025-02-13,Full,3
GPA.3329-7146-3598-11094,hellobot_coin10,1,new,2025-02-10,2025-02-13,Full,3
GPA.3330-6810-7249-70603,hellobot_coin50,1,new,2025-02-10,2025-02-13,Full,3
GPA.3330-7917-1633-21121,hellobot_coin150,1,new,2025-02-10,2025-02-13,Full,3
GPA.3332-3948-7450-54571,hellobot_coin75_fixed,1,new,2025-02-10,2025-02-13,Full,3
GPA.3332-9761-8316-27540,hellobot_coin10,1,new,2025-02-10,2025-02-13,Full,3
GPA.3333-8188-6816-46440,hellobot_coin100_fixed,1,new,2025-02-12,2025-02-13,Full,1
GPA.3334-7022-8775-66134,hellobot_coin50,1,legacy,2025-02-10,2025-02-13,Full,3
GPA.3337-0704-2481-32676,hellobot_coin75_fixed,1,new,2025-02-10,2025-02-13,Full,3
GPA.3337-4200-8491-02605,hellobot_coin200,1,new,2025-02-10,2025-02-13,Full,3
GPA.3340-1498-3519-38008,hellobot_coin10_for_first,1,new,2025-02-10,2025-02-13,Full,3
GPA.3344-7006-9758-34970,hellobot_coin100_fixed,1,new,2025-02-10,2025-02-13,Full,3
GPA.3344-7325-7144-29411,hellobot_coin200,1,new,2025-02-10,2025-02-13,Full,3
GPA.3346-1991-6511-33526,hellobot_coin200,1,new,2025-02-10,2025-02-13,Full,3
GPA.3347-3143-6725-59323,hellobot_coin200,1,new,2025-02-10,2025-02-13,Full,3
GPA.3349-6982-1864-72370,hellobot_coin150,1,new,2025-02-10,2025-02-13,Full,3
GPA.3354-3960-8485-65879,hellobot_coin610_1,1,new,2025-02-10,2025-02-13,Full,3
GPA.3355-1758-9803-81040,hellobot_coin150,1,new,2025-02-10,2025-02-13,Full,3
GPA.3358-4091-0742-61568,hellobot_coin25,1,new,2025-02-10,2025-02-13,Full,3
GPA.3359-2914-6599-63514,hellobot_coin100_fixed,1,new,2025-02-10,2025-02-13,Full,3
GPA.3360-4862-6958-40218,hellobot_coin10,1,new,2025-02-10,2025-02-13,Full,3
GPA.3362-6109-1044-77927,hellobot_coin100_fixed,1,new,2025-02-10,2025-02-13,Full,3
GPA.3365-4494-6005-69047,hellobot_coin100_fixed,1,new,2025-02-10,2025-02-13,Full,3
GPA.3365-8383-5661-07828,hellobot_coin75_fixed,1,new,2025-02-10,2025-02-13,Full,3
GPA.3365-9434-2835-17032,hellobot_coin50,1,new,2025-02-10,2025-02-13,Full,3
GPA.3366-3936-5246-58726,hellobot_coin100_fixed,1,new,2025-02-10,2025-02-13,Full,3
GPA.3366-5482-0341-62023,hellobot_coin150,1,legacy,2025-02-10,2025-02-13,Full,3
GPA.3369-5106-1789-51009,hellobot_coin50,1,new,2025-02-10,2025-02-13,Full,3
GPA.3370-8933-1256-47726,hellobot_coin10,1,new,2025-02-10,2025-02-13,Full,3
GPA.3371-7320-7674-56386,hellobot_coin150,1,new,2025-02-10,2025-02-13,Full,3
GPA.3373-6568-3727-41219,hellobot_coin200,1,new,2025-02-10,2025-02-13,Full,3
GPA.3376-1984-1023-83455,hellobot_coin50,1,new,2025-02-10,2025-02-13,Full,3
GPA.3376-6245-7972-51125,hellobot_coin150,1,new,2025-02-10,2025-02-13,Full,3
GPA.3376-7328-2463-50499,hellobot_coin150,1,new,2025-02-10,2025-02-13,Full,3
GPA.3378-1771-4094-19591,hellobot_coin100_fixed,1,new,2025-02-10,2025-02-13,Full,3
GPA.3379-6128-8826-02050,hellobot_heart_330_timelimit,1,new,2025-02-10,2025-02-13,Full,3
GPA.3380-4240-9570-84143,hellobot_coin150,1,new,2025-02-10,2025-02-13,Full,3
GPA.3384-3778-2118-47856,hellobot_coin150,1,legacy,2025-02-07,2025-02-13,Full,6
GPA.3384-9385-2836-71140,hellobot_coin150,1,new,2025-02-10,2025-02-13,Full,3
GPA.3385-9725-8571-63512,hellobot_coin150,1,new,2025-02-10,2025-02-13,Full,3
GPA.3387-1384-3343-51357,hellobot_coin150,1,new,2025-02-10,2025-02-13,Full,3
GPA.3388-1774-8539-74364,hellobot_heart_330_timelimit,1,new,2025-02-10,2025-02-13,Full,3
GPA.3392-7036-7005-86558,hellobot_coin610_1,1,new,2025-02-10,2025-02-13,Full,3
GPA.3392-7211-0500-73110,hellobot_coin150,1,new,2025-02-10,2025-02-13,Full,3
GPA.3393-6949-8201-46588,hellobot_coin150,1,new,2025-02-10,2025-02-13,Full,3
GPA.3398-2054-2878-63111,hellobot_coin150,1,new,2025-02-10,2025-02-13,Full,3
GPA.3300-5856-9459-48074,hellobot_coin100_fixed,1,new,2025-02-11,2025-02-14,Full,3
GPA.3313-0133-6294-86469,hellobot_coin10_for_first,1,new,2025-02-11,2025-02-14,Full,3
GPA.3320-2834-7691-53614,hellobot_coin75_fixed,1,new,2025-02-11,2025-02-14,Full,3
GPA.3328-0469-3502-43703,hellobot_coin150,1,new,2025-02-11,2025-02-14,Full,3
GPA.3331-5813-2982-48977,hellobot_coin50,1,new,2025-02-11,2025-02-14,Full,3
GPA.3340-6972-2773-18452,hellobot_coin150,1,new,2025-02-11,2025-02-14,Full,3
GPA.3358-6091-9154-45458,hellobot_coin10,1,new,2025-02-11,2025-02-14,Full,3
GPA.3358-6844-1524-44511,hellobot_coin10_for_first,1,new,2025-02-11,2025-02-14,Full,3
GPA.3366-2793-0108-40571,hellobot_coin150,1,new,2025-02-11,2025-02-14,Full,3
GPA.3368-4092-8692-33045,hellobot_coin100_fixed,1,new,2025-02-11,2025-02-14,Full,3
GPA.3374-5278-7739-79631,hellobot_coin150,1,new,2025-02-14,2025-02-14,Full,0
GPA.3380-3979-2281-85570,hellobot_coin100_fixed,1,new,2025-02-11,2025-02-14,Full,3
GPA.3386-2283-7060-78173,hellobot_coin100_fixed,1,new,2025-02-11,2025-02-14,Full,3
GPA.3300-2382-7640-32118,hellobot_coin50,1,new,2025-02-12,2025-02-15,Full,3
GPA.3308-5229-8062-03162,hellobot_coin75_fixed,1,new,2025-02-12,2025-02-15,Full,3
GPA.3310-9856-3967-02137,hellobot_coin150,1,new,2025-02-12,2025-02-15,Full,3
GPA.3323-6362-2895-53884,hellobot_coin10_for_first,1,new,2025-02-12,2025-02-15,Full,3
GPA.3326-3079-7497-89001,hellobot_coin10,1,new,2025-02-12,2025-02-15,Full,3
GPA.3329-3282-7197-72433,hellobot_coin10,1,new,2025-02-12,2025-02-15,Full,3
GPA.3329-6873-2931-14718,hellobot_coin200,1,new,2025-02-12,2025-02-15,Full,3
GPA.3331-8818-1473-09720,hellobot_coin50,1,new,2025-02-12,2025-02-15,Full,3
GPA.3349-2198-2188-71783,hellobot_coin100_fixed,1,new,2025-02-12,2025-02-15,Full,3
GPA.3358-9988-4538-47337,hellobot_coin25,1,new,2025-02-12,2025-02-15,Full,3
GPA.3359-8889-1631-82626,hellobot_coin10,1,new,2025-02-12,2025-02-15,Full,3
GPA.3361-3896-8101-77455,hellobot_coin25,1,new,2025-02-12,2025-02-15,Full,3
GPA.3364-5059-0000-20314,hellobot_coin10_for_first,1,new,2025-02-12,2025-02-15,Full,3
GPA.3303-0835-9424-42671,hellobot_coin350,1,new,2025-02-13,2025-02-16,Full,3
GPA.3308-1784-9746-81205,hellobot_coin150,1,new,2025-02-13,2025-02-16,Full,3
GPA.3309-5914-5523-88858,hellobot_coin150,1,new,2025-02-13,2025-02-16,Full,3
GPA.3318-3052-4316-79455,hellobot_coin10,1,new,2025-02-13,2025-02-16,Full,3
GPA.3320-8316-1758-29539,hellobot_coin150,1,new,2025-02-13,2025-02-16,Full,3
GPA.3339-6843-6691-12065,hellobot_coin100_fixed,1,new,2025-02-13,2025-02-16,Full,3
GPA.3345-2565-2242-75596,hellobot_coin250,1,new,2025-02-13,2025-02-16,Full,3
GPA.3347-9562-0040-80776,hellobot_coin50,1,new,2025-02-13,2025-02-16,Full,3
GPA.3350-9622-5718-24816,hellobot_coin25,1,new,2025-02-13,2025-02-16,Full,3
GPA.3383-3301-8736-10184,hellobot_coin150,1,new,2025-02-13,2025-02-16,Full,3
GPA.3303-6699-7839-07236,hellobot_coin100_fixed,1,new,2025-02-14,2025-02-17,Full,3
GPA.3303-7431-9997-15684,hellobot_coin10_for_first,1,new,2025-02-14,2025-02-17,Full,3
GPA.3306-7724-3660-78158,hellobot_coin50,1,new,2025-02-14,2025-02-17,Full,3
GPA.3307-5017-9038-83005,hellobot_coin350,1,new,2025-02-17,2025-02-17,Full,0
GPA.3314-6551-9086-31381,hellobot_coin25,1,new,2025-02-14,2025-02-17,Full,3
GPA.3319-1750-3283-71657,hellobot_coin50,1,new,2025-02-14,2025-02-17,Full,3
GPA.3324-9101-5325-63718,hellobot_coin100_fixed,1,new,2025-02-14,2025-02-17,Full,3
GPA.3325-0037-8154-33246,hellobot_coin10_for_first,1,new,2025-02-14,2025-02-17,Full,3
GPA.3326-4110-1668-01076,hellobot_coin75_fixed,1,new,2025-02-14,2025-02-17,Full,3
GPA.3338-0561-4769-03523,hellobot_coin150,1,new,2025-02-17,2025-02-17,Full,0
GPA.3350-6065-0613-17949,hellobot_coin150,1,new,2025-02-14,2025-02-17,Full,3
GPA.3350-6606-9945-89940,hellobot_coin50,1,new,2025-02-14,2025-02-17,Full,3
GPA.3365-5084-2270-81425,hellobot_coin150,1,new,2025-02-14,2025-02-17,Full,3
GPA.3369-7994-3939-55632,hellobot_coin10_for_first,1,new,2025-02-14,2025-02-17,Full,3
GPA.3375-9707-8249-00665,hellobot_coin100_fixed,1,new,2025-02-14,2025-02-17,Full,3
GPA.3382-7649-3757-41114,hellobot_coin10,1,new,2025-02-14,2025-02-17,Full,3
GPA.3306-9995-2051-50611,hellobot_coin150,1,new,2025-02-15,2025-02-18,Full,3
GPA.3308-3913-7006-63493,hellobot_coin150,1,new,2025-02-15,2025-02-18,Full,3
GPA.3317-1833-6248-45073,hellobot_coin200,1,new,2025-02-15,2025-02-18,Full,3
GPA.3324-1755-4016-71773,hellobot_coin100_fixed,1,new,2025-02-15,2025-02-18,Full,3
GPA.3325-2020-7393-56658,hellobot_coin50,1,new,2025-02-15,2025-02-18,Full,3
GPA.3333-8473-5899-63530,hellobot_coin100_fixed,1,new,2025-02-15,2025-02-18,Full,3
GPA.3337-1065-1709-68967,hellobot_coin100_fixed,1,new,2025-02-15,2025-02-18,Full,3
GPA.3338-9871-6568-96164,hellobot_coin100_fixed,1,new,2025-02-15,2025-02-18,Full,3
GPA.3351-3046-2145-56979,hellobot_coin50,1,new,2025-02-15,2025-02-18,Full,3
GPA.3364-4324-4631-70740,hellobot_coin150,1,new,2025-02-17,2025-02-18,Full,1
GPA.3374-6616-9493-52184,hellobot_coin100_fixed,1,new,2025-02-15,2025-02-18,Full,3
GPA.3378-4662-3998-84542,hellobot_coin150,1,new,2025-02-15,2025-02-18,Full,3
GPA.3379-6220-8983-98741,hellobot_coin10,1,new,2025-02-15,2025-02-18,Full,3
GPA.3390-5300-3868-04463,hellobot_coin75_fixed,1,new,2025-02-15,2025-02-18,Full,3
GPA.3399-3557-5557-57058,hellobot_coin150,1,new,2025-02-15,2025-02-18,Full,3
GPA.3302-1149-8841-43595,hellobot_coin150,1,new,2025-02-16,2025-02-19,Full,3
GPA.3312-3947-4903-33812,hellobot_coin50,1,new,2025-02-16,2025-02-19,Full,3
GPA.3319-8461-8428-80733,hellobot_coin150,1,new,2025-02-16,2025-02-19,Full,3
GPA.3321-6535-4478-88674,hellobot_coin100_fixed,1,new,2025-02-16,2025-02-19,Full,3
GPA.3324-7465-6520-66880,hellobot_coin100_fixed,1,new,2025-02-16,2025-02-19,Full,3
GPA.3329-0288-0752-01032,hellobot_coin10,1,new,2025-02-16,2025-02-19,Full,3
GPA.3346-5330-2979-69952,hellobot_coin10,1,new,2025-02-16,2025-02-19,Full,3
GPA.3355-0489-6284-08594,hellobot_coin75_fixed,1,new,2025-02-16,2025-02-19,Full,3
GPA.3358-2071-2006-98007,hellobot_coin10,1,new,2025-02-16,2025-02-19,Full,3
GPA.3360-1932-0086-79587,hellobot_heart_330_timelimit,1,new,2025-02-15,2025-02-19,Full,4
GPA.3364-9492-3776-12399,hellobot_coin10,1,new,2025-02-16,2025-02-19,Full,3
GPA.3368-5104-5487-86602,hellobot_coin150,1,new,2025-02-16,2025-02-19,Full,3
GPA.3371-5489-8547-43876,hellobot_coin25,1,new,2025-02-16,2025-02-19,Full,3
GPA.3376-0428-5341-92038,hellobot_coin25,1,new,2025-02-16,2025-02-19,Full,3
GPA.3377-3071-5178-81937,hellobot_coin100_fixed,1,new,2025-02-19,2025-02-19,Full,0
GPA.3379-7077-6536-51213,hellobot_coin100_fixed,1,new,2025-02-16,2025-02-19,Full,3
GPA.3382-2933-7918-18616,hellobot_coin150,1,new,2025-02-16,2025-02-19,Full,3
GPA.3383-3629-7356-64710,hellobot_coin10,1,new,2025-02-16,2025-02-19,Full,3
GPA.3388-6658-1106-78381,hellobot_coin150,1,new,2025-02-16,2025-02-19,Full,3
GPA.3301-2970-6980-75614,hellobot_heart_330_timelimit,1,new,2025-02-18,2025-02-20,Full,2
GPA.3310-9337-5867-15757,hellobot_coin100_fixed,1,new,2025-02-17,2025-02-20,Full,3
GPA.3312-8070-3989-97531,hellobot_coin200,1,new,2025-02-17,2025-02-20,Full,3
GPA.3313-4925-2619-02368,hellobot_coin100_fixed,1,new,2025-02-17,2025-02-20,Full,3
GPA.3315-6163-5072-87408,hellobot_coin75_fixed,1,new,2025-02-17,2025-02-20,Full,3
GPA.3315-6927-0631-09724,hellobot_coin150,1,new,2025-02-17,2025-02-20,Full,3
GPA.3318-5880-0961-12154,hellobot_coin250,1,new,2025-02-17,2025-02-20,Full,3
GPA.3318-7699-5649-94176,hellobot_coin10,1,new,2025-02-17,2025-02-20,Full,3
GPA.3323-9429-3925-65844,hellobot_coin75_fixed,1,new,2025-02-17,2025-02-20,Full,3
GPA.3332-7912-4827-21051,hellobot_coin50,1,new,2025-02-17,2025-02-20,Full,3
GPA.3339-8488-8328-70833,hellobot_coin150,1,new,2025-02-17,2025-02-20,Full,3
GPA.3341-0118-7728-49796,hellobot_coin10,1,new,2025-02-17,2025-02-20,Full,3
GPA.3341-0220-0804-06770,hellobot_coin25,1,new,2025-02-17,2025-02-20,Full,3
GPA.3360-8037-2661-54931,hellobot_coin150,1,new,2025-02-17,2025-02-20,Full,3
GPA.3369-2765-0718-78707,hellobot_coin100_fixed,1,new,2025-02-17,2025-02-20,Full,3
GPA.3372-4512-3351-70229,hellobot_coin100_fixed,1,new,2025-02-17,2025-02-20,Full,3
GPA.3377-3859-4593-78486,hellobot_coin25,1,new,2025-02-17,2025-02-20,Full,3
GPA.3387-7896-5280-11657,hellobot_coin75_fixed,1,new,2025-02-17,2025-02-20,Full,3
GPA.3392-8086-5907-86212,hellobot_coin10,1,new,2025-02-17,2025-02-20,Full,3
GPA.3394-6658-2639-64683,hellobot_coin150,1,new,2025-02-17,2025-02-20,Full,3
GPA.3394-7192-5880-54729,hellobot_coin75_fixed,1,new,2025-02-17,2025-02-20,Full,3
