order_id,sku_id,product_type,account,charge_date,refund_date,refund_type,days_to_refund
GPA.3331-1863-8512-11741,hellobot_coin10,1,new,2025-03-01,2025-03-04,Full,3
GPA.3333-7142-6186-35842,hellobot_coin75_fixed,1,new,2025-03-01,2025-03-04,Full,3
GPA.3339-7778-9353-86805,hellobot_coin50,1,new,2025-03-01,2025-03-04,Full,3
GPA.3343-1926-4985-77422,hellobot_coin10_for_first,1,new,2025-03-01,2025-03-04,Full,3
GPA.3346-8348-1200-25860,hellobot_coin250,1,new,2025-03-01,2025-03-04,Full,3
GPA.3351-3419-8031-56556,hellobot_coin10,1,new,2025-03-01,2025-03-04,Full,3
GPA.3353-4205-0513-73026,hellobot_coin150,1,new,2025-03-04,2025-03-04,Full,0
GPA.3354-7448-6896-86118,hellobot_coin50,1,new,2025-03-01,2025-03-04,Full,3
GPA.3362-8510-4631-24738,hellobot_coin10,1,new,2025-03-04,2025-03-04,Full,0
GPA.3372-3395-0425-17841,hellobot_coin610_1,1,new,2025-02-28,2025-03-04,Full,4
GPA.3377-3214-2224-41451,hellobot_coin10,1,new,2025-03-04,2025-03-04,Full,0
GPA.3384-8618-3939-11935,hellobot_coin100_fixed,1,new,2025-03-01,2025-03-04,Full,3
GPA.3388-3755-3704-64862,hellobot_coin150,1,new,2025-03-01,2025-03-04,Full,3
GPA.3395-2886-8278-36043,hellobot_coin10,1,new,2025-03-04,2025-03-04,Full,0
GPA.3395-5173-3612-72162,hellobot_coin200,1,new,2025-03-01,2025-03-04,Full,3
GPA.3397-4800-0561-87636,hellobot_coin150,1,new,2025-03-01,2025-03-04,Full,3
GPA.3399-5317-9505-75074,hellobot_coin50,1,new,2025-03-03,2025-03-04,Full,1
GPA.3300-6917-9798-92145,hellobot_coin150,1,new,2025-03-02,2025-03-05,Full,3
GPA.3301-7695-8152-46135,hellobot_coin250,1,new,2025-03-02,2025-03-05,Full,3
GPA.3306-9584-8550-25275,hellobot_coin100_fixed,1,new,2025-03-02,2025-03-05,Full,3
GPA.3309-8822-5897-09740,hellobot_membership_1month_26000,1,new,2025-03-05,2025-03-05,Full,0
GPA.3310-6285-3945-52015,hellobot_coin100_fixed,1,new,2025-03-02,2025-03-05,Full,3
GPA.3311-3494-5324-93939,hellobot_coin50,1,new,2025-03-02,2025-03-05,Full,3
GPA.3314-5734-2348-29063,hellobot_coin25,1,new,2025-03-02,2025-03-05,Full,3
GPA.3320-2666-6595-52550,hellobot_coin25,1,new,2025-03-05,2025-03-05,Full,0
GPA.3320-4509-4005-89771,hellobot_coin25,1,new,2025-03-02,2025-03-05,Full,3
GPA.3321-7808-4988-70611,hellobot_membership_1month_26000,1,new,2025-03-05,2025-03-05,Full,0
GPA.3327-2720-2176-07990,hellobot_coin25,1,new,2025-03-02,2025-03-05,Full,3
GPA.3337-9539-0615-59577,hellobot_coin25,1,new,2025-03-05,2025-03-05,Full,0
GPA.3339-0680-1061-04546,hellobot_coin350,1,new,2025-03-05,2025-03-05,Full,0
GPA.3339-1951-2923-05518,hellobot_coin10_for_first,1,new,2025-03-02,2025-03-05,Full,3
GPA.3341-7399-6278-18966,hellobot_coin25,1,new,2025-03-02,2025-03-05,Full,3
GPA.3343-2781-5562-41556,hellobot_coin150,1,new,2025-03-02,2025-03-05,Full,3
GPA.3350-5692-6487-79158,hellobot_coin200,1,new,2025-03-02,2025-03-05,Full,3
GPA.3358-3434-9420-90433,hellobot_coin100_fixed,1,new,2025-03-02,2025-03-05,Full,3
GPA.3360-1344-1692-69312,hellobot_coin150,1,new,2025-03-02,2025-03-05,Full,3
GPA.3364-0819-6446-51191,hellobot_coin10,1,new,2025-03-02,2025-03-05,Full,3
GPA.3366-6705-2923-69691,hellobot_heart_200_timelimit,1,new,2025-03-02,2025-03-05,Full,3
GPA.3372-0932-9568-24204,hellobot_coin50,1,new,2025-03-02,2025-03-05,Full,3
GPA.3385-4094-7715-17300,hellobot_coin150,1,new,2025-03-02,2025-03-05,Full,3
GPA.3395-1413-8952-98817,hellobot_coin150,1,new,2025-03-02,2025-03-05,Full,3
GPA.3398-8518-4902-27983,hellobot_coin50,1,new,2025-03-02,2025-03-05,Full,3
GPA.3399-8732-9804-21610,hellobot_heart_330_timelimit,1,new,2025-03-02,2025-03-05,Full,3
GPA.3306-5642-6444-15350,hellobot_coin150,1,new,2025-03-03,2025-03-06,Full,3
GPA.3307-8513-2141-30588,hellobot_coin100_fixed,1,new,2025-03-03,2025-03-06,Full,3
GPA.3308-7977-5128-22795,hellobot_coin50,1,new,2025-03-03,2025-03-06,Full,3
GPA.3316-6706-8791-87784,hellobot_coin10,1,new,2025-03-03,2025-03-06,Full,3
GPA.3319-9201-2907-66684,hellobot_coin10,1,new,2025-03-03,2025-03-06,Full,3
GPA.3321-2347-2100-52764,hellobot_heart_330_timelimit,1,new,2025-03-03,2025-03-06,Full,3
GPA.3325-5034-5237-33069,hellobot_coin100_fixed,1,new,2025-03-03,2025-03-06,Full,3
GPA.3337-1729-3535-37020,hellobot_coin100_fixed,1,new,2025-03-03,2025-03-06,Full,3
GPA.3348-0277-5150-21368,hellobot_coin75_fixed,1,new,2025-03-03,2025-03-06,Full,3
GPA.3353-4285-8381-10431,hellobot_coin25,1,new,2025-03-03,2025-03-06,Full,3
GPA.3363-6343-4204-36705,hellobot_coin25,1,new,2025-03-03,2025-03-06,Full,3
GPA.3365-4965-5140-54830,hellobot_coin10,1,new,2025-03-06,2025-03-06,Full,0
GPA.3367-9080-3418-32935,hellobot_coin75_fixed,1,new,2025-03-03,2025-03-06,Full,3
GPA.3370-2251-7538-19831,hellobot_coin75_fixed,1,new,2025-03-03,2025-03-06,Full,3
GPA.3371-9816-0609-37312,hellobot_coin100_fixed,1,new,2025-03-03,2025-03-06,Full,3
GPA.3377-3426-5672-80735,hellobot_coin25,1,new,2025-03-03,2025-03-06,Full,3
GPA.3381-9137-2815-06418,hellobot_coin150,1,new,2025-03-03,2025-03-06,Full,3
GPA.3382-4142-4320-02979,hellobot_coin100_fixed,1,new,2025-03-03,2025-03-06,Full,3
GPA.3388-9317-0351-37225,hellobot_coin50,1,new,2025-03-06,2025-03-06,Full,0
GPA.3392-6510-5364-79519,hellobot_coin25,1,new,2025-03-03,2025-03-06,Full,3
GPA.3397-1636-9505-18803,hellobot_heart_200_timelimit,1,new,2025-03-03,2025-03-06,Full,3
GPA.3399-3674-8390-17542,hellobot_coin10,1,new,2025-03-03,2025-03-06,Full,3
GPA.3313-7062-2711-33571,hellobot_coin10_for_first,1,new,2025-03-04,2025-03-07,Full,3
GPA.3320-1301-1834-47875,hellobot_coin350,1,new,2025-03-04,2025-03-07,Full,3
GPA.3331-2058-9824-49891,hellobot_coin75_fixed,1,new,2025-03-04,2025-03-07,Full,3
GPA.3335-6522-0988-17898,hellobot_coin100_fixed,1,new,2025-03-04,2025-03-07,Full,3
GPA.3336-9876-1086-20977,hellobot_membership_1month_26000,1,new,2025-03-04,2025-03-07,Full,3
GPA.3339-8712-4543-46109,hellobot_coin50,1,new,2025-03-04,2025-03-07,Full,3
GPA.3342-4439-9771-69591,hellobot_coin10,1,new,2025-03-04,2025-03-07,Full,3
GPA.3343-7102-1715-97187,hellobot_coin25,1,new,2025-03-06,2025-03-07,Full,1
GPA.3348-9395-6171-77258,hellobot_heart_330_timelimit,1,new,2025-03-04,2025-03-07,Full,3
GPA.3368-6831-9129-60633,hellobot_coin10,1,new,2025-03-04,2025-03-07,Full,3
GPA.3375-1632-5826-76529,hellobot_heart_200_timelimit,1,new,2025-03-04,2025-03-07,Full,3
GPA.3381-7242-6616-19455,hellobot_coin25,1,new,2025-03-04,2025-03-07,Full,3
GPA.3387-4292-5332-92260,hellobot_coin50,1,new,2025-03-04,2025-03-07,Full,3
GPA.3391-6906-4172-82572,hellobot_coin75_fixed,1,new,2025-03-04,2025-03-07,Full,3
GPA.3395-6338-0304-43480,hellobot_coin50,1,new,2025-03-04,2025-03-07,Full,3
GPA.3397-8025-3466-29556,hellobot_coin150,1,new,2025-03-06,2025-03-07,Full,1
GPA.3301-2544-5769-75151,hellobot_coin10,1,new,2025-03-05,2025-03-08,Full,3
GPA.3305-4296-1061-49105,hellobot_coin10_for_first,1,new,2025-03-05,2025-03-08,Full,3
GPA.3312-5786-7741-41956,hellobot_coin150,1,new,2025-03-08,2025-03-08,Full,0
GPA.3323-4697-2273-20876,hellobot_coin150,1,new,2025-03-05,2025-03-08,Full,3
GPA.3340-7964-6789-53824,hellobot_coin50,1,new,2025-03-05,2025-03-08,Full,3
GPA.3358-3017-7525-17294,hellobot_coin50,1,new,2025-03-05,2025-03-08,Full,3
GPA.3385-9994-8296-88194,hellobot_coin100_fixed,1,new,2025-03-05,2025-03-08,Full,3
GPA.3387-2248-4015-25238,hellobot_coin150,1,new,2025-03-05,2025-03-08,Full,3
GPA.3389-2179-3857-42317,hellobot_coin100_fixed,1,new,2025-03-06,2025-03-08,Full,2
GPA.3397-6901-4254-06665,hellobot_coin200,1,new,2025-03-05,2025-03-08,Full,3
GPA.3399-4714-1651-55581,hellobot_coin10,1,new,2025-03-05,2025-03-08,Full,3
GPA.3399-6645-5439-28250,hellobot_coin150,1,new,2025-03-05,2025-03-08,Full,3
GPA.3330-8892-6900-25623,hellobot_coin50,1,new,2025-03-06,2025-03-09,Full,3
GPA.3333-1769-2848-17412,hellobot_coin50,1,new,2025-03-09,2025-03-09,Full,0
GPA.3333-2101-2692-23626,hellobot_coin150,1,new,2025-03-08,2025-03-09,Full,1
GPA.3333-7993-7818-54500,hellobot_coin150,1,new,2025-03-06,2025-03-09,Full,3
GPA.3334-4448-8094-52618,hellobot_coin350,1,new,2025-03-06,2025-03-09,Full,3
GPA.3337-4177-9058-80356,hellobot_coin10,1,new,2025-03-06,2025-03-09,Full,3
GPA.3361-9928-6580-44359,hellobot_coin10,1,new,2025-03-06,2025-03-09,Full,3
GPA.3365-8489-7232-20375,hellobot_heart_330_timelimit,1,new,2025-03-06,2025-03-09,Full,3
GPA.3371-3794-9236-97103,hellobot_coin25,1,new,2025-03-06,2025-03-09,Full,3
GPA.3373-9451-2438-72904,hellobot_coin10_for_first,1,new,2025-03-06,2025-03-09,Full,3
GPA.3378-8308-8480-74616,hellobot_heart_330_timelimit,1,new,2025-03-06,2025-03-09,Full,3
GPA.3384-9129-5140-46504,hellobot_coin150,1,new,2025-03-06,2025-03-09,Full,3
GPA.3300-7028-6464-17584,hellobot_coin10,1,new,2025-03-05,2025-03-10,Full,5
GPA.3303-9633-4668-99704,hellobot_coin10,1,new,2025-03-04,2025-03-10,Full,6
GPA.3305-3054-5218-25315,hellobot_coin10,1,new,2025-03-04,2025-03-10,Full,6
GPA.3315-2464-1546-11380,hellobot_coin10,1,new,2025-03-04,2025-03-10,Full,6
GPA.3316-3030-2388-14091,hellobot_coin10,1,new,2025-03-04,2025-03-10,Full,6
GPA.3316-4291-6361-25341,hellobot_coin75_fixed,1,new,2025-03-04,2025-03-10,Full,6
GPA.3318-5565-0997-91792,hellobot_coin150,1,new,2025-03-07,2025-03-10,Full,3
GPA.3326-1338-0191-98081,hellobot_coin150,1,new,2025-03-07,2025-03-10,Full,3
GPA.3329-3515-8871-99735,hellobot_coin10,1,new,2025-03-04,2025-03-10,Full,6
GPA.3337-5013-4345-15814,hellobot_membership_1month_26000,1,new,2025-03-09,2025-03-10,Full,1
GPA.3342-5046-3345-25027,hellobot_coin25,1,new,2025-03-09,2025-03-10,Full,1
GPA.3346-6380-2590-08182,hellobot_membership_1month_26000,1,new,2025-03-05,2025-03-10,Full,5
GPA.3351-6206-1694-91613,hellobot_coin10,1,new,2025-03-04,2025-03-10,Full,6
GPA.3352-7854-2591-18375,hellobot_coin10,1,new,2025-03-05,2025-03-10,Full,5
GPA.3355-0904-9852-71600,hellobot_coin25,1,new,2025-03-04,2025-03-10,Full,6
GPA.3356-3115-0777-30499,hellobot_membership_1month_26000,1,new,2025-03-10,2025-03-10,Full,0
GPA.3360-1738-9737-12347,hellobot_coin10,1,new,2025-03-09,2025-03-10,Full,1
GPA.3361-0510-2092-14442,banjihoon_talktime_pass_7days,1,new,2025-03-04,2025-03-10,Full,6
GPA.3362-5097-9381-74476,hellobot_coin25,1,new,2025-03-10,2025-03-10,Full,0
GPA.3362-6879-6618-42226,hellobot_coin250,1,new,2025-03-07,2025-03-10,Full,3
GPA.3364-9082-1960-73600,hellobot_coin10,1,new,2025-03-04,2025-03-10,Full,6
GPA.3367-6090-6919-84901,hellobot_coin25,1,new,2025-03-04,2025-03-10,Full,6
GPA.3370-4559-8072-11372,hellobot_coin25,1,new,2025-03-07,2025-03-10,Full,3
GPA.3377-0115-7431-16610,hellobot_coin10,1,new,2025-03-09,2025-03-10,Full,1
GPA.3381-8384-5866-59541,hellobot_coin10,1,new,2025-03-04,2025-03-10,Full,6
GPA.3382-4729-6557-90710,hellobot_membership_1month_26000,1,new,2025-03-10,2025-03-10,Full,0
GPA.3383-3989-4769-72562,hellobot_coin10,1,new,2025-03-04,2025-03-10,Full,6
GPA.3385-7744-5712-67535,hellobot_membership_1month_26000,1,new,2025-03-10,2025-03-10,Full,0
GPA.3386-5478-6459-60912,hellobot_coin10,1,new,2025-03-04,2025-03-10,Full,6
GPA.3386-6931-6384-84178,hellobot_coin25,1,new,2025-03-09,2025-03-10,Full,1
GPA.3391-7781-4424-32268,hellobot_coin10,1,new,2025-03-09,2025-03-10,Full,1
GPA.3393-5672-2646-20551,hellobot_coin10,1,new,2025-03-04,2025-03-10,Full,6
GPA.3393-9159-7805-01923,hellobot_coin10,1,new,2025-03-04,2025-03-10,Full,6
GPA.3397-9523-4047-56355,hellobot_coin10,1,new,2025-03-09,2025-03-10,Full,1
GPA.3305-8875-2060-04110,hellobot_coin150,1,new,2025-03-08,2025-03-11,Full,3
GPA.3398-7839-4538-02448,hellobot_coin10,1,new,2025-03-08,2025-03-11,Full,3
GPA.3389-2006-7553-91264,hellobot_coin100_fixed,1,new,2025-03-11,2025-03-12,Full,1
GPA.3303-1535-0751-32388,hellobot_coin150,1,new,2025-03-10,2025-03-13,Full,3
GPA.3308-1254-0248-99041,hellobot_membership_1month_26000,1,new,2025-03-10,2025-03-13,Full,3
GPA.3309-6366-1183-36602,hellobot_coin25,1,new,2025-03-10,2025-03-13,Full,3
GPA.3310-4545-3245-48572,hellobot_coin10,1,new,2025-03-10,2025-03-13,Full,3
GPA.3335-1239-5917-27385,hellobot_coin25,1,new,2025-03-09,2025-03-13,Full,4
GPA.3346-5562-4047-67950,hellobot_coin10,1,new,2025-03-09,2025-03-13,Full,4
GPA.3350-0281-1140-85478,hellobot_coin10,1,new,2025-03-09,2025-03-13,Full,4
GPA.3354-9500-1322-88370,hellobot_coin10,1,new,2025-03-10,2025-03-13,Full,3
GPA.3361-4565-8110-23984,hellobot_coin10,1,new,2025-03-09,2025-03-13,Full,4
GPA.3361-7092-4065-74895,hellobot_coin10,1,new,2025-03-09,2025-03-13,Full,4
GPA.3376-5292-1387-48835,hellobot_coin10,1,new,2025-03-10,2025-03-13,Full,3
GPA.3381-0604-1738-84280,hellobot_coin25,1,new,2025-03-09,2025-03-13,Full,4
GPA.3382-0455-3352-56084,hellobot_coin10,1,new,2025-03-09,2025-03-13,Full,4
GPA.3383-2432-3974-15766,hellobot_coin10,1,new,2025-03-10,2025-03-13,Full,3
GPA.3393-4493-7557-52764,hellobot_coin10,1,new,2025-03-09,2025-03-13,Full,4
GPA.3395-7016-4042-01312,hellobot_coin10,1,new,2025-03-10,2025-03-13,Full,3
GPA.3312-7516-1502-10746,hellobot_coin150,1,new,2025-03-11,2025-03-14,Full,3
GPA.3315-3013-3488-91637,hellobot_coin50,1,new,2025-03-11,2025-03-14,Full,3
GPA.3365-7591-6875-59261,hellobot_coin75_fixed,1,new,2025-03-11,2025-03-14,Full,3
GPA.3386-4386-6411-16782,hellobot_coin250,1,new,2025-03-11,2025-03-14,Full,3
GPA.3330-2732-1689-17144,hellobot_coin25,1,new,2025-03-12,2025-03-15,Full,3
GPA.3387-4233-9784-74379,hellobot_coin200,1,new,2025-03-12,2025-03-15,Full,3
GPA.3307-9371-0624-99738,hellobot_coin150,1,new,2025-03-13,2025-03-16,Full,3
GPA.3361-7040-6475-07047,hellobot_coin250,1,new,2025-03-13,2025-03-16,Full,3
GPA.3363-9761-1636-47840,hellobot_coin10_for_first,1,new,2025-03-13,2025-03-16,Full,3
GPA.3366-7850-3334-32704,hellobot_coin150,1,new,2025-03-15,2025-03-16,Full,1
GPA.3388-6371-0056-91949,hellobot_coin10,1,new,2025-03-13,2025-03-16,Full,3
GPA.3389-4967-1574-65104,hellobot_coin150,1,new,2025-03-13,2025-03-16,Full,3
GPA.3354-0336-6475-46045,hellobot_coin75_fixed,1,new,2025-03-14,2025-03-17,Full,3
GPA.3357-1358-2819-59062,hellobot_coin50,1,new,2025-03-14,2025-03-17,Full,3
GPA.3397-5201-2624-46014,hellobot_coin25,1,new,2025-03-06,2025-03-17,Full,11
GPA.3305-0949-1389-65629,hellobot_heart_200_timelimit,1,new,2025-03-17,2025-03-18,Full,1
GPA.3313-8337-0311-00872,hellobot_coin75_fixed,1,new,2025-03-17,2025-03-18,Full,1
GPA.3368-6394-8655-91859,hellobot_coin10,1,new,2025-03-15,2025-03-18,Full,3
GPA.3344-4074-5223-53682,hellobot_membership_1month_26000,1,new,2025-02-15,2025-03-19,Full,32
GPA.3380-5646-7227-64508,hellobot_heart_200_timelimit,1,new,2025-03-16,2025-03-19,Full,3
GPA.3323-3124-5631-62166,hellobot_coin10,1,new,2025-03-17,2025-03-20,Full,3
GPA.3357-3542-9667-44561,hellobot_coin50,1,new,2025-03-17,2025-03-20,Full,3
GPA.3313-3164-8304-27973,hellobot_coin10_for_first,1,new,2025-03-18,2025-03-21,Full,3
GPA.3323-6256-2698-42824,hellobot_membership_1month_26000,1,new,2025-03-21,2025-03-22,Full,1
GPA.3329-9938-6836-12416,hellobot_coin200,1,new,2025-03-21,2025-03-22,Full,1
GPA.3377-4244-8975-35217,hellobot_coin610_1,1,new,2025-03-19,2025-03-22,Full,3
GPA.3318-7498-8127-88829,hellobot_coin10,1,new,2025-03-20,2025-03-23,Full,3
GPA.3331-7998-2253-60827,hellobot_coin10,1,new,2025-03-20,2025-03-23,Full,3
GPA.3359-0902-5123-91224,hellobot_coin150,1,new,2025-03-20,2025-03-23,Full,3
GPA.3385-3378-5514-25418,hellobot_coin150,1,new,2025-03-20,2025-03-23,Full,3
GPA.3304-0516-3507-37804,hellobot_coin10,1,new,2025-03-21,2025-03-24,Full,3
GPA.3326-6896-9697-04078,hellobot_coin25,1,new,2025-03-21,2025-03-24,Full,3
GPA.3336-0167-8277-01636,hellobot_coin25,1,new,2025-03-21,2025-03-24,Full,3
GPA.3343-0131-5610-55655,hellobot_coin150,1,new,2025-03-13,2025-03-24,Full,11
GPA.3344-9226-9314-87799,hellobot_coin150,1,new,2025-03-23,2025-03-24,Full,1
GPA.3391-7125-5938-73965,hellobot_membership_1month_26000,1,new,2025-02-19,2025-03-24,Full,33
GPA.3356-5771-3520-70746,hellobot_membership_1month_26000,1,new,2025-03-22,2025-03-25,Full,3
GPA.3386-3694-7794-58720,hellobot_coin150,1,new,2025-03-24,2025-03-25,Full,1
GPA.3335-4203-6746-60506,hellobot_coin150,1,new,2025-03-23,2025-03-26,Full,3
GPA.3335-6398-8826-29444,hellobot_coin50,1,new,2025-03-23,2025-03-26,Full,3
GPA.3358-5503-8789-10595,hellobot_coin150,1,new,2025-03-23,2025-03-26,Full,3
GPA.3365-0641-6919-28353,hellobot_coin150,1,new,2025-03-23,2025-03-26,Full,3
GPA.3370-3230-8997-59668,hellobot_coin150,1,new,2025-03-23,2025-03-26,Full,3
GPA.3316-4689-8961-60563,hellobot_coin10,1,new,2025-03-24,2025-03-27,Full,3
GPA.3382-3065-7750-61813,hellobot_coin100_fixed,1,new,2025-03-24,2025-03-27,Full,3
GPA.3392-2372-9097-37520,hellobot_membership_1month_26000,1,new,2025-02-26,2025-03-27,Full,29
GPA.3321-5254-4940-81088,hellobot_coin150,1,new,2025-03-24,2025-03-28,Full,4
GPA.3329-4442-1204-66958,hellobot_membership_1month_26000,1,new,2025-02-28,2025-03-28,Full,28
GPA.3328-6600-3236-08917,hellobot_coin25,1,new,2025-03-26,2025-03-29,Full,3
GPA.3347-7954-7266-51722,hellobot_coin150,1,new,2025-03-27,2025-03-30,Full,3
GPA.3306-1307-0896-34535,hellobot_coin10,1,new,2025-03-27,2025-03-31,Full,4
GPA.3322-6608-5934-73651,hellobot_membership_1month_26000,1,new,2025-03-27,2025-03-31,Full,4
GPA.3328-8963-0549-33940,hellobot_coin25,1,new,2025-03-27,2025-03-31,Full,4
GPA.3345-2974-3748-85265,hellobot_coin10,1,new,2025-03-27,2025-03-31,Full,4
GPA.3345-5292-7101-55218,hellobot_coin10,1,new,2025-03-26,2025-03-31,Full,5
GPA.3368-9507-0139-27232,hellobot_coin10,1,new,2025-03-26,2025-03-31,Full,5
GPA.3395-2361-2508-06697,hellobot_coin200,1,new,2025-03-26,2025-03-31,Full,5
GPA.3398-1303-9128-78102,hellobot_coin150,1,new,2025-03-31,2025-03-31,Full,0
GPA.3312-2309-7300-70024,hellobot_coin150,1,new,2025-03-28,2025-04-01,Full,4
GPA.3380-9658-8119-55808,hellobot_coin50,1,new,2025-03-30,2025-04-02,Full,3
GPA.3397-5415-6290-66322,hellobot_coin50,1,new,2025-04-03,2025-04-04,Full,1
GPA.3384-8331-7824-18893,hellobot_coin50,1,new,2025-04-02,2025-04-05,Full,3
GPA.3321-8083-8221-23773,hellobot_coin100_fixed,1,new,2025-04-05,2025-04-06,Full,1
GPA.3343-0952-3225-38858,hellobot_coin100_fixed,1,new,2025-04-04,2025-04-06,Full,2
GPA.3397-5033-4116-89931,hellobot_coin150,1,new,2025-04-03,2025-04-06,Full,3
GPA.3327-4059-8264-31511,hellobot_coin200,1,new,2025-04-07,2025-04-07,Full,0
GPA.3384-7441-8833-91015,hellobot_coin25,1,new,2025-04-07,2025-04-07,Full,0
GPA.3372-3891-3105-40971,hellobot_coin75_fixed,1,new,2025-04-05,2025-04-08,Full,3
GPA.3314-2568-7258-94869,hellobot_coin100_fixed,1,new,2025-04-08,2025-04-09,Full,1
GPA.3316-6897-4545-71968,hellobot_coin75_fixed,1,new,2025-03-04,2025-04-09,Full,36
GPA.3381-2238-1110-14347,hellobot_coin50,1,new,2025-03-04,2025-04-09,Full,36
GPA.3399-8667-7789-33159,hellobot_coin10,1,new,2025-04-06,2025-04-09,Full,3
GPA.3389-8321-4945-02281,hellobot_coin150,1,new,2025-04-07,2025-04-10,Full,3
GPA.3322-6839-9585-74851,hellobot_coin150,1,new,2025-04-14,2025-04-14,Full,0
GPA.3338-0610-2539-96294,hellobot_coin100_fixed,1,new,2025-04-12,2025-04-15,Full,3
GPA.3312-6479-3579-41427,hellobot_coin200,1,new,2025-04-13,2025-04-16,Full,3
GPA.3350-5209-1196-29545,hellobot_coin10,1,new,2025-04-16,2025-04-19,Full,3
GPA.3315-3925-8399-07082,hellobot_coin25,1,new,2025-04-17,2025-04-20,Full,3
GPA.3318-2400-4366-38165,hellobot_coin150,1,new,2025-04-20,2025-04-21,Full,1
GPA.3325-9534-3712-14181,hellobot_coin150,1,new,2025-04-20,2025-04-21,Full,1
GPA.3315-2557-3152-92878,hellobot_coin10,1,new,2025-04-22,2025-04-22,Full,0
GPA.3367-8788-4345-80414,hellobot_coin150,1,new,2025-04-22,2025-04-22,Full,0
GPA.3387-4442-4695-52810,hellobot_coin10,1,new,2025-04-20,2025-04-23,Full,3
GPA.3344-6023-6887-81206,hellobot_coin150,1,new,2025-04-24,2025-04-25,Full,1
GPA.3347-0498-2766-93912,hellobot_coin150,1,new,2025-04-24,2025-04-25,Full,1
GPA.3311-0312-6171-86522,hellobot_coin200,1,new,2025-04-26,2025-04-26,Full,0
GPA.3355-9151-0943-44943,hellobot_membership_1month_26000,1,new,2025-03-25,2025-04-26,Full,32
GPA.3381-3433-2917-63995,hellobot_coin200,1,new,2025-04-26,2025-04-27,Full,1
GPA.3325-2193-8339-08166,hellobot_membership_1month_26000,1,new,2025-04-28,2025-04-29,Full,1
